سال,1381,1382,1383,1384,1385,1386,1387,1388,1389,1390
جمع کل هزینه ناخالص,25.2,13.2,22.1,13.5,15.9,27.2,16.8,10.1,11.4,22.8
1- خوراکیها و آشامیدنیها,18.8,12.5,17.9,6.2,16.8,24.5,18.7,9.8,16.7,22.9
2- دخانیات,7.2,2.7,14.3,8.9,5.6,24.6,16.5,14.6,10,7.6
3- پوشاک و کفش,9.5,11.4,12.5,13.5,7.6,23.6,7.4,20.3,7.5,14.9
4- مسکن، آب، برق، گاز و سایر سوخت ها,26.1,18.4,16.9,14.6,22.6,38.7,21.5,4.4,6.9,25
5- لوازم، اثاث و خدمات مورد استفاده در خانه,21.2,1.8,26.9,15.4,5.3,31.5,9,15.3,10.1,12.5
6- بهداشت و درمان,46.9,8.2,6.6,14.6,19,26.3,20.9,23.9,21.9,18.2
7- حمل ونقل,41.9,13.7,32.5,16.6,7.1,7.4,9.9,10.5,8.4,26.8
8- ارتباطات,29.2,26.6,30.9,42.9,32.7,58.1,15.3,-1.4,8.9,23
9- تفریح و امور فرهنگی,26.8,6.6,25.8,-0.3,6.5,17.5,10.9,22.5,14.2,18.7
10- تحصیل,28.7,17.4,41.3,28.1,23.6,24.2,20.9,7.7,21.7,5.1
11- رستوران و هتل,33.6,5.8,29.2,11.4,14.8,26.9,13.2,14.7,10.4,26.4
12- کالاها و خدمات متفرقه,19.9,13.4,49.8,24.7,18.3,25.4,14.8,17.1,12.2,29.5
