سال,1394,1395,1396,1397,1398,1399,1400,1401,1402,1403
جمع کل هزینه خالص,343158521,382756446,410400259,507470706,651795296,896848469,1370744895,2208323514,3269990175,4510891662
1- خوراکیها و آشامیدنیها,83276315,89975597,99130268,131953936,169665228,259663866,411975439,706797779,1017472408,1392761042
2- دخانیات,1118178,1334324,1388646,2331356,2869598,3712221,5880199,9224313,13322576,17149814
3- پوشاک و کفش,15896767,16913634,17783671,18310984,19755871,26003480,47979254,89106056,131928780,177680268
4- مسکن، آب، برق، گاز و سایر سوخت ها,123496095,139434564,149376554,195661622,267870302,369261248,531127383,805000154,1182233454,1611326997
5- لوازم، اثاث و خدمات مورد استفاده در خانه,14461820,15671874,16802280,19854720,25188055,39291541,56289388,90937014,132074439,170952971
6- بهداشت و درمان,20549488,23152774,24203067,28441834,33217549,45091778,77056390,110548472,166696382,234600907
7- حمل ونقل,28852356,34011193,36089757,37410688,45057478,51485174,84535240,145005863,234523797,344443390
8- ارتباطات,9080521,9832379,10178238,10944992,13438684,21645480,28599689,36702335,50269733,64929401
9- تفریح و امور فرهنگی,5277583,6075015,6450409,7376908,8464726,6750272,11164447,24186555,42916989,67590851
10- تحصیل,6524080,7344231,7599261,7912616,8549445,9181942,11159182,18979261,28669117,42665586
11- رستوران و هتل,7401990,8368087,8998914,10404270,13114612,10534591,22399462,48222099,82860148,120434505
12- کالاها و خدمات متفرقه,27223328,30642774,32399194,36866780,44603748,54226876,82578822,123613613,187022352,266355930
