Year,CBI,SCI_All,SCI_Urban,SCI_CBI_Sample
1371,10.0,12.492842266362329,14.248458467654793,
1372,10.8,11.429230077915149,12.974998903788457,
1373,12.8,11.921109913934025,13.433465729624539,
1374,12.2,12.275930562678495,13.946976113654175,
1375,12.4,12.469950143063494,14.617055310109567,
1376,11.9,12.79344093654512,14.684184889667712,
1377,11.7,12.851095320812103,14.611696415236954,14.777779830506589
1378,13.0,13.30353805819628,15.088495287286294,15.836376239574115
1379,13.1,14.158878661067586,15.739829171181583,16.200659312716503
1380,13.7,15.270613060529012,16.84846072870042,17.63762770870116
1381,13.4,15.454172805987875,16.506464401860757,16.959754002589644
1382,14.7,13.125707523045579,15.173671518442845,16.204747827270598
1383,15.5,14.07187554912033,15.88925472572074,17.390655000739113
1384,15.2,14.50145069075246,16.03804591421749,16.849016641528678
1385,16.7,16.17312941170164,17.31812439320358,18.25730288126052
1386,17.3,16.913644334088435,18.189721912184208,18.82162604350478
1387,18.6,18.939585821453512,20.053711931309152,20.88759688545135
1388,21.9,20.950837726117673,22.186080585981898,23.05685828087659
1389,22.5,22.74469761420777,24.393162761108087,25.21153355834468
1390,21.0,24.196022228710984,25.981096670108546,26.932532227975848
1391,23.3,24.33195860214698,25.668916259419948,26.539379105214124
1392,24.0,23.112630001791434,24.300647822760073,25.498580539921218
1393,23.7,24.679231130547507,25.675412124193326,26.932334261413647
1394,26.4,24.92865347022377,25.582219871783803,26.826168293591003
1395,26.6,25.8445677404474,26.636549580555975,28.00971231831637
1396,27.9,24.74443869416313,25.20765970279281,25.885454052261508
1397,29.1,25.399095051538477,26.105604438828887,27.692869699315874
1398,29.4,27.046209066414256,27.90696429610654,29.19093446541731
1399,31.8,29.47036595024502,30.47176923140556,31.837879349059307
1400,30.4,29.09402975558124,30.07137177042812,30.962657883040677
1401,27.5,29.43250625425876,29.777471280955574,30.208707635087663
1402,25.5,30.69814959187273,30.868612388349497,31.888934286177147
1403,26.7,31.0293507304775,31.162095423908514,32.1433972397223
