Year,CBI,SCI_All,SCI_Urban,SCI_CBI_Sample
1371,7.7,5.683615948623873,3.9690431237211152,
1372,7.5,6.324332428793163,4.576734563743986,
1373,7.6,6.31493301462821,4.083413748047322,
1374,6.6,7.044904431189838,4.449729687914052,
1375,7.2,6.565245822132396,4.082699855936451,
1376,6.1,6.17178655632273,3.9291497001678395,
1377,7.0,6.425347184381162,4.416490895064827,4.318532524927434
1378,6.9,7.020208971602759,4.989415741295,4.854383269105603
1379,8.6,6.508946716666565,4.180937958933971,4.02792045795056
1380,8.2,6.393988026048586,4.237129400938235,4.160515498395126
1381,8.7,6.22177197013366,4.319580631429679,4.303623752073742
1382,9.3,6.51908527203722,4.6298656960578475,4.323700837683682
1383,6.2,6.251143407259279,4.1666798131961,4.0001581048527255
1384,6.5,6.080104767251374,4.161268890915349,3.8954129892922182
1385,6.1,5.963570248931,4.49234572500923,4.5053184126940184
1386,5.7,6.081090691464091,4.32854279321303,4.2494566048063485
1387,5.2,5.109564474007893,3.8258751305755903,3.6342170290188984
1388,4.7,4.412192850413878,3.110142914720841,2.8034450175435506
1389,4.9,4.178720671117668,3.0144006541308617,2.8674837681925314
1390,3.6,3.934683792517318,2.897535182203876,2.9994997305199624
1391,3.4,4.004214098885391,2.9336833570631895,2.6982482726351114
1392,3.5,3.2043946450555105,2.2445386991960814,2.1817097778540835
1393,3.1,2.9020803229114107,2.0048066201087353,1.962723284693655
1394,3.2,2.776050622807586,2.020072901763776,2.024490563590114
1395,2.8,2.6399369306564555,1.9636129113334313,1.8835752847521412
1396,2.8,2.4616637932241026,1.911824970009895,1.8244512092956122
1397,3.0,2.5741580157227464,2.1402477651234366,2.0511394646324903
1398,2.8,2.5023230426130407,1.9916388410232744,2.0010335645608923
1399,2.6,2.421830679522157,1.9411092254325173,2.0756410154704112
1400,2.9,2.4755621325759787,2.2243616447290466,2.1689126455764414
1401,3.3,2.3211862776779295,2.122385549583909,2.191260294087861
1402,4.0,2.3747356264462125,2.1637635555555574,2.337434379197227
1403,,2.1955034052260083,1.9601216765154224,2.114000700761521
