Year,CBI,SCI_All,SCI_Urban,SCI_CBI_Sample
1371,99.7,89.37281630349516,99.64276953741486,
1372,99.8,88.30150340921864,99.75165461033544,
1373,99.8,93.47283628436173,99.66733795032455,
1374,99.7,94.95505411786323,99.84332588733082,
1375,99.9,95.12486797459994,99.7015179726121,
1376,99.8,96.8437717715991,99.73667423488948,
1377,100.0,97.70606207323972,99.89083403538461,99.88857492504478
1378,99.9,97.99226182123675,99.89858156133005,99.92458941323859
1379,99.9,98.4807844057074,99.90049895135091,99.91036719950385
1380,99.9,98.66320305491556,99.78900724492033,99.83652346633883
1381,99.9,98.95863580747651,99.87124878231546,99.91666624645899
1382,99.8,99.11071496585889,99.81861521928798,99.80355344786805
1383,99.9,99.41668895626175,99.97980534674122,99.98973780421946
1384,99.9,99.50812117217369,99.96681000053243,99.96895461767828
1385,99.9,99.65271654319864,99.97764578114558,99.99158320621461
1386,99.8,99.60139117162606,99.99786829112392,100.0
1387,99.9,99.73050599405015,99.98295626950382,99.98032282708743
1388,99.6,99.82999201208519,99.99772273849064,100.0
1389,99.8,99.86919702993475,99.99854808423814,99.99795038106389
1390,100.0,99.88317782660276,99.98730968963447,99.98202341311475
1391,100.0,99.92987396688872,100.0,100.0
1392,100.0,99.8916747684992,99.98314353381743,99.97553559798408
1393,100.0,99.96902056095625,100.0,100.0
1394,100.0,99.97835529970507,100.0,100.0
1395,100.0,99.98104792739886,99.9944037267226,99.99186799654554
1396,100.0,99.97960544847824,100.0,100.0
1397,100.0,99.96937725999676,99.99832742759727,100.0
1398,100.0,99.98431360356642,100.0,99.99999999999999
1399,100.0,99.97637732890288,100.0,99.99999999999999
1400,100.0,99.99369886745197,100.0,100.0
1401,100.0,99.9957143551915,100.0,100.0
1402,100.0,99.99204193429014,100.00000000000001,99.99999999999999
1403,,99.99410996750943,99.99936065689285,100.0
