Year,CBI,SCI_All,SCI_Urban,SCI_CBI_Sample
1371,75.9,51.633257259813135,70.86159358470422,
1372,79.0,52.648250168229325,73.65018274088666,
1373,80.2,57.941952525693154,77.32941575452348,
1374,82.1,60.1646988558855,79.2338226431916,
1375,83.4,61.7252440769791,81.16294949890877,
1376,85.3,65.34218606977574,82.50452099820258,
1377,87.5,67.41497590966404,84.63412871071364,87.08089482283206
1378,89.3,69.25643087120979,86.60277791273258,88.83238213562865
1379,90.4,71.09367071133167,87.57680021731328,89.63284815828985
1380,92.0,73.64306248613391,89.36696160878338,91.19512405398632
1381,93.7,76.33683176206752,90.90178442929275,92.74492902235359
1382,93.8,78.49549624449665,92.0406581640693,93.90695506556916
1383,95.2,81.48741939807165,93.86784354703812,95.75624345012989
1384,96.0,84.86475752577688,94.58139362547152,95.86701912809235
1385,96.2,86.01490168603581,94.98440961615793,96.19360904241766
1386,97.1,87.86614962116674,96.16258184047298,97.25942685563454
1387,97.6,90.17643235831406,97.34749810804531,98.01971213913663
1388,98.0,91.71323602086548,97.33626510630513,97.9723472797544
1389,98.3,92.85388461517812,97.80031265554356,98.23751961789247
1390,99.1,93.65421468696653,98.16040034235326,98.45125706475832
1391,99.2,94.81537364877948,98.40542000407987,98.73407028435324
1392,99.3,95.50672494439276,98.64877670569331,98.92644717668898
1393,99.5,96.07559918294426,98.68327078906083,98.7882461417609
1394,99.6,96.97362480077852,99.09092638849843,99.282558258931
1395,99.7,97.34067371584298,99.16752580013895,99.38516065920277
1396,99.6,97.68177775175226,99.18886439685917,99.49469734815169
1397,99.8,97.53748821843129,99.2708475663652,99.54808534402883
1398,99.8,97.77036968468474,99.33380008726283,99.56517563760418
1399,99.8,98.2529795118996,99.46379037291311,99.71215796660158
1400,99.9,98.6045276596867,99.54923117962711,99.68336330791936
1401,99.9,98.52913328085938,99.37197928686932,99.54047533899552
1402,99.9,98.77950900558254,99.48914521495105,99.54085355662873
1403,99.9,98.58128230652679,99.29285931740102,99.40711796343062
