Year,CBI,SCI_All,SCI_Urban,SCI_CBI_Sample
1371,4.6,5.910797963135601,5.3783387893547205,
1372,4.2,5.352467351760088,4.60085953397601,
1373,4.3,5.060031073511527,4.604422115897895,
1374,3.9,4.920826070256975,4.276064840869457,
1375,4.0,4.740895599835232,3.919884263990962,
1376,4.0,4.402659553703135,3.8064612649017096,
1377,4.1,4.2562854421767335,3.7104393878149367,3.692741828167058
1378,4.1,3.9015542955446154,3.4184641532650586,3.4776454881566985
1379,4.6,4.035690892907306,3.650911311785575,3.625557354131839
1380,4.8,4.443012878579694,4.3118820780899485,4.532872474326449
1381,4.9,4.277847857343894,4.036583611134381,4.083340000278423
1382,5.4,3.888560110963274,3.5502039855246053,3.4833049458747567
1383,5.4,4.127414257298054,4.077625216451365,3.9932752203038433
1384,5.5,3.661079121436845,3.4382483927389638,3.33207856318277
1385,5.2,3.5388435564916145,3.3610647988063507,3.247401312778589
1386,5.2,3.344624332668648,3.141618533412579,3.0940451523653527
1387,5.1,3.2568362201069374,3.172226083457109,2.8787639688482454
1388,5.2,3.043109076137263,2.900204131047144,2.8711879465191505
1389,5.0,3.171362629025813,3.0858766473240484,3.0484562505715673
1390,4.3,3.248535683824308,3.151546344527809,3.065035261967706
1391,4.3,2.9886550227788575,2.7841973297156373,2.731667648070224
1392,4.3,2.772502454477606,2.6677512104036105,2.630697454389018
1393,4.1,2.84139978064618,2.789072847970082,2.958048044429085
1394,4.3,2.7617166803728104,2.744398425140785,2.870680082152162
1395,4.0,2.7908399007900453,2.7511754460127578,2.7614196475545656
1396,4.0,2.9084365830651215,2.757215274575875,2.7021008220134144
1397,3.8,2.613320314858957,2.4922761982457304,2.470481732453085
1398,3.8,2.6380885484562704,2.5126096277521333,2.5316966120727247
1399,3.9,2.8073366896181904,2.740640114324376,2.7612922537855673
1400,4.2,2.9460326159049686,2.858144695055944,2.857321754047389
1401,4.0,2.5679133751892533,2.5236811752819537,2.4816580474050385
1402,3.6,2.632716828915361,2.5720377691355005,2.6056530450858437
1403,,2.480376680722536,2.438495446683312,2.496270396544171
