Year,CBI,SCI_All,SCI_Urban,SCI_CBI_Sample
1371,3.3,2.4275962252145686,3.1269930208624785,
1372,3.6,2.7072960531988146,3.5102267390764554,
1373,4.1,2.9337205178594132,3.6044059048561734,
1374,4.1,3.0325212430733317,3.698406946854773,
1375,4.7,3.2304759806202186,3.9845290100737825,
1376,4.5,3.6382873209346434,4.346108150605488,
1377,4.3,3.709987922449186,4.355684958063788,4.604644271294343
1378,4.5,4.239196738781089,5.015172147515741,5.453758367903029
1379,4.9,4.01394801108389,4.66564937641238,5.001085561200787
1380,5.4,4.4853199719080346,5.175833247209937,5.543243970512892
1381,5.8,5.045971755294692,5.749482501799289,6.096791953943947
1382,6.2,4.757267331885397,5.7522423476974325,6.411582944111764
1383,5.9,5.149775515366309,6.040056861992511,6.856718121900681
1384,6.2,5.522855190154022,6.351977163482345,6.991542248146641
1385,6.8,6.354967385959631,7.11531772782331,7.735937228012987
1386,7.4,6.9740190033585145,7.843272470996576,8.324331962046026
1387,8.1,7.582241871195258,8.303427319350202,8.94761474176101
1388,9.4,9.13538216379696,9.967067295941598,10.588678467196285
1389,9.7,9.24383124838755,10.17011844083464,10.802025732680324
1390,9.1,9.306220764473588,10.365300865565287,11.103642027381653
1391,9.8,9.70841863527981,10.663019471087802,11.362277739312367
1392,10.4,9.357856152106072,10.357675949126039,11.342666366065082
1393,10.8,10.24440691327187,11.218944402260044,12.173247355257816
1394,11.7,10.078482639657578,10.839753007235037,11.741522569219264
1395,12.1,10.386430643403088,11.217649584323528,12.118397253992063
1396,13.0,10.591955909027185,11.344410373099393,12.146881399983076
1397,13.8,10.653291798388073,11.435708929678956,12.416978731871573
1398,14.3,11.460171528046708,12.345943952531055,13.250354537768885
1399,15.0,12.189424870592465,13.176080390179315,14.337657990674668
1400,15.3,12.320192751706555,13.308713319324514,14.268483818101057
1401,14.6,12.502376160621505,13.258313305850699,14.227191927840252
1402,14.5,13.141978934397045,13.847088913355382,14.923673491184589
1403,15.5,13.656533578009228,14.408174859762743,15.361437391873212
