سال,13930,13940,13950,13960,13970,13980,13990,14000,14010,14020
جمع کل هزینه خالص,3181549830,3431585210,3827564460,4104002590,5074707060,6517952960,8968484690,13707448950,22083235140,32699901750
1- خوراکیها و آشامیدنیها,808067860,832763150,899755970,991302680,1319539360,1696652280,2596638660,4119754390,7067977790,10174724080
2- دخانیات,11594770,11181780,13343240,13886460,23313560,28695980,37122210,58801990,92243130,133225760
3- پوشاک و کفش,152434790,158967670,169136340,177836710,183109840,197558710,260034800,479792540,891060560,1319287800
4- مسکن، آب، برق، گاز و سایر سوخت ها,1099017310,1234960950,1394345640,1493765540,1956616220,2678703020,3692612480,5311273830,8050001540,11822334540
5- لوازم، اثاث و خدمات مورد استفاده در خانه,135438550,144618200,156718740,168022800,198547200,251880550,392915410,562893880,909370140,1320744390
6- بهداشت و درمان,190314400,205494880,231527740,242030670,284418340,332175490,450917780,770563900,1105484720,1666963820
7- حمل ونقل,259857610,288523560,340111930,360897570,374106880,450574780,514851740,845352400,1450058630,2345237970
8- ارتباطات,91373630,90805210,98323790,101782380,109449920,134386840,216454800,285996890,367023350,502697330
9- تفریح و امور فرهنگی,55444270,52775830,60750150,64504090,73769080,84647260,67502720,111644470,241865550,429169890
10- تحصیل,61699270,65240800,73442310,75992610,79126160,85494450,91819420,111591820,189792610,286691170
11- رستوران و هتل,65526260,74019900,83680870,89989140,104042700,131146120,105345910,223994620,482220990,828601480
12- کالاها و خدمات متفرقه,250781110,272233280,306427740,323991940,368667800,446037480,542268760,825788220,1236136130,1870223520
