گروه های درآمد,1371,1372,1373,1374,1375,1376,1377,1378,1379,1380
مجموع درآمد پولی وغیر پولی خالص,3826532,4996057,5945119,7616084,10258763,13434423,16261180,19626726,23571895,29224170
درآمد پولی خالص,2605274,3483057,4089217,5219926,7033778,9424055,11281294,13769356,16712696,21166266
1-درآمد از مزد و حقوق–بخش دولتی وعمومی,731627,916019,1018091,1186519,1551400,2381005,2990877,3629053,4655425,5500811
2- درآمد از مزد وحقوق – بخش خصوصی,402275,524587,694532,858156,1127482,1610181,1924373,2368088,2868460,3624048
3- درآمد از مشاغل آزاد کشاورزی,97746,139525,190006,238574,291444,297341,388114,499927,556261,794054
4- درآمد از مشاغل آزاد غیر کشاورزی,1085837,1475479,1634712,2185522,2964453,3842228,4228532,5088512,5970349,7588861
5- درآمدهای متفرقه,287789,427447,551876,751155,1098999,1293300,1749398,2183776,2662201,3658492
درآمد غیر پولی,1221258,1513000,1855902,2396158,3224985,4010368,4979886,5857370,6859199,8057904
1- ارزش اجاری مسکن شخصی)مالک نشین(,1018581,1240582,1527174,1947377,2655268,3224920,4045169,4703759,5417933,6380603
2- سایر,202677,272418,328728,448781,569717,785448,934717,1153611,1441266,1677301
