Year,CBI,SCI_All,SCI_Urban,SCI_CBI_Sample
1371,89.8,80.1337328558371,94.0924744132353,
1372,90.0,81.06380880548971,95.4170256862603,
1373,90.2,85.03902967018969,95.179711107853,
1374,89.9,86.04850654340471,95.66696971836976,
1375,89.8,86.62356565659158,95.67946315636104,
1376,89.1,89.3002107763463,96.4464277983705,
1377,88.7,90.36131718539178,96.8259497366967,97.07884388983571
1378,87.3,91.51161567198274,96.98964210748261,97.3567911394298
1379,86.5,92.43940221278926,96.76251378178478,97.14961654922601
1380,86.2,93.44467636865218,96.83094141215535,97.1212024876604
1381,85.6,94.68508874798192,97.60053607428704,97.83847387131075
1382,83.7,95.77307585116523,98.22678166547945,98.36234296430565
1383,79.9,96.43556356263953,98.50785587052103,98.61712652559471
1384,78.5,84.0840351514805,82.4896053959771,81.37580948872645
1385,76.0,83.20292631742136,81.27235878501722,80.23145122067776
1386,72.7,81.56222052050232,78.86136194493496,77.86826960732532
1387,69.2,75.6748309532192,71.62144547817152,69.75991241262629
1388,66.0,71.81895098103725,67.36567540091471,64.88061037498278
1389,62.7,68.30198982911637,63.83891182330589,61.39958506434951
1390,54.8,65.0679076409856,59.9569081116643,56.70284777182173
1391,,61.40272814366101,56.38258780290801,53.8271857832367
1392,,53.60055212864636,48.14545906667874,44.9216768404254
1393,,51.173160652226166,45.99245205521386,44.10117517489503
1394,,48.173512436829235,43.520313448879925,40.40643500275341
1395,,46.527109900242976,41.712026172479064,38.956812161719405
1396,,43.07348988219502,38.82727055874537,37.05589154087049
1397,,38.253234561684316,33.76859190061795,32.25910524578928
1398,,36.13547656404884,31.41575970803226,29.689352070975765
1399,,34.79588408361701,30.486184824788676,28.57779585467111
1400,,34.87196975276559,31.42471432515672,31.16415261835436
1401,,36.22726429289772,33.36292624467333,33.5271844901861
1402,,34.576331617325486,31.868677158443468,30.95747700945933
1403,,33.97860099068857,31.84831008920605,30.925594807717093
