Year,CBI,SCI_All,SCI_Urban,SCI_CBI_Sample
1371,,,,
1372,,,,
1373,,,,
1374,,,,
1375,,,,
1376,1.5,,,
1377,2.1,1.3859818379161282,2.1063244975053284,2.6673283047117358
1378,3.4,1.653503526675717,2.506942601042563,3.0437827274010747
1379,4.6,2.514162083709872,3.8104055748227927,4.677523822056992
1380,7.1,3.9548722627299746,5.96128915049088,7.367748038601497
1381,11.5,6.162089738334695,9.260261019980197,11.234806851635781
1382,16.1,8.430173522093622,12.226846615919902,14.752589692673409
1383,20.6,12.418482326575468,18.050438318534372,21.264069620912956
1384,26.3,16.000848377517308,21.77687337543893,24.85786144995618
1385,30.3,20.0081106952858,26.992267069814453,30.87153754635057
1386,34.9,22.26366199973438,29.709900650176056,33.14454597903874
1387,39.1,24.998818383944293,32.500374939763304,35.994669610509476
1388,41.1,27.360594688073885,34.29196864325095,37.11057206067991
1389,43.8,30.19986384888016,37.4632256196975,40.378982676033644
1390,45.9,30.890259154432897,38.199379538058686,41.01177295651679
1391,44.9,31.784055661974186,38.585989075000654,41.14725258354887
1392,47.0,30.5757689497577,37.769364593817976,41.977707616047326
1393,48.3,31.8352161993803,39.23037857599392,44.249798830569716
1394,46.6,33.10673576887404,40.41140969063161,44.51660993213335
1395,45.3,31.491781376050696,38.01803724366728,42.98442178333607
1396,44.6,31.675223986148275,37.81460889738797,41.85437838804182
1397,41.6,28.052301541715476,33.715651576008874,37.775402350641606
1398,39.0,25.571223523925575,30.599713361744765,34.52097878331402
1399,39.4,23.69231448077531,28.34568728430778,32.50310949329753
1400,37.9,21.912986379438916,26.114073030882206,30.053836205955214
1401,36.3,18.40177889295887,22.059796772472428,25.894236949180637
1402,35.3,17.180858570042744,20.43557784558114,23.721779692241533
1403,,16.15771017664282,19.252511779556674,21.920726508059552
